0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.525252000000000052e+00
1.800000000000000000e+02 1.800000000000000000e+02 1.800000000000000000e+02 1.800000000000000000e+02 1.800000000000000000e+02 -1.342599999999999905e-01
2.700000000000000000e+02 9.000000000000000000e+01 2.700000000000000000e+02 9.000000000000000000e+01 2.700000000000000000e+02 2.088471000000000188e+00
9.000000000000000000e+01 2.700000000000000000e+02 9.000000000000000000e+01 2.700000000000000000e+02 9.000000000000000000e+01 4.474049999999999971e-01
1.350000000000000000e+02 1.350000000000000000e+02 2.250000000000000000e+02 4.500000000000000000e+01 3.150000000000000000e+02 3.917829999999999924e-01
1.279800000000000040e+02 1.976800000000000068e+02 1.653700000000000045e+02 1.900200000000000102e+02 3.600000000000000000e+02 -2.552760000000000029e-01
1.646800000000000068e+02 2.311100000000000136e+02 1.669900000000000091e+02 2.894599999999999795e+02 2.652900000000000205e+02 3.662730000000000152e-01
1.707899999999999920e+02 2.100999999999999943e+02 1.370800000000000125e+02 7.785999999999999943e+01 8.265999999999999659e+01 3.317829999999999946e-01
1.174000000000000057e+02 1.591699999999999875e+02 2.498499999999999943e+02 2.403300000000000125e+02 9.506000000000000227e+01 2.598730000000000206e-01
8.190999999999999659e+01 1.727299999999999898e+02 9.740999999999999659e+01 1.683600000000000136e+02 2.350399999999999920e+02 -1.306160000000000099e-01
8.276999999999999602e+01 2.784300000000000068e+02 1.971800000000000068e+02 1.574300000000000068e+02 1.970000000000000000e+02 -9.221899999999999542e-02
3.492599999999999909e+02 1.992400000000000091e+02 1.565600000000000023e+02 1.819300000000000068e+02 1.144599999999999937e+02 -1.181320000000000009e-01
1.007000000000000028e+02 6.065999999999999659e+01 1.422500000000000000e+02 1.691800000000000068e+02 1.174699999999999989e+02 1.706200000000000078e-02
2.536599999999999966e+02 2.878299999999999841e+02 9.470999999999999375e+01 1.852800000000000011e+02 1.815800000000000125e+02 -1.474219999999999975e-01
2.379600000000000080e+02 1.491399999999999864e+02 8.781000000000000227e+01 2.116200000000000045e+02 3.703000000000000114e+01 1.721961999999999993e+00
1.418600000000000136e+02 2.491800000000000068e+02 3.560400000000000205e+02 1.566399999999999864e+02 1.739300000000000068e+02 -4.700599999999999917e-02
1.403300000000000125e+02 3.191700000000000159e+02 1.167300000000000040e+02 1.489499999999999886e+02 2.936600000000000250e+02 -1.126690000000000053e-01
1.752599999999999909e+02 3.090099999999999909e+02 2.200999999999999943e+02 1.721699999999999875e+02 7.665999999999999659e+01 -1.716449999999999920e-01
